9 15
47 8
93 8
98 12
137 14
138 9
182 4
202 7
226 12
300 7
303 13
306 11
441 11
893 10
923 11
940 5
1191 7
1514 12
1613 12
1667 5
1995 9
2473 15
2564 10
2567 12
3482 11
3523 5
3623 5
3959 4
4229 5
6392 12
6546 3
6736 5
7424 6
7618 9
7995 10
8183 8
8303 11
8567 15
8733 6
8894 6
8974 5
9037 10
9072 12
9171 13
