9 9
47 4
93 4
98 7
135 8
136 5
178 2
198 4
222 7
295 4
298 7
301 6
346 3
436 6
844 6
859 6
875 3
1097 4
1409 7
1501 7
1849 5
2204 9
2287 6
2779 2
4653 1
4822 3
5308 3
5660 6
5859 3
5884 3
6021 6
6058 7
6089 6
6629 7
6757 7
7154 6
7195 3
7295 3
7831 4
8376 3
8449 5
8949 9
9201 3
9238 7
